occupations,pred_female,pred_male,female,male,binary,scale_score,pred_scale_score,pred_binary
reseptarfarmasøyt,71.62,28.38,84.8,"15,2",1,69.6,43.24000000000001,1
reservedelsekspeditør,54.41,45.59,11.5,"88,5",0,-77.0,8.819999999999993,1
revisor,52.31,47.69,49.1,"50,9",0,-1.7999999999999972,4.6200000000000045,1
ridelærer,60.43,39.57,89.4,"10,6",1,78.80000000000001,20.86,1
røkter,50.95,49.05,17,83,0,-66.0,1.9000000000000057,1
rørlegger,50.26,49.74,1.2,"98,8",0,-97.6,0.519999999999996,1
saksbehandler,57.54,42.46,75.2,"24,8",1,50.400000000000006,15.079999999999998,1
salgsfremmer,53.61,46.39,61.2,"38,8",1,22.400000000000006,7.219999999999999,1
salgssjef,58.36,41.64,23,77,0,-54.0,16.72,1
samfunnsgeograf,68.42,31.58,55.6,"44,4",1,11.200000000000003,36.84,1
samfunnsøkonom,43.94,56.06,48.3,"51,7",0,-3.4000000000000057,-12.120000000000005,0
samfunnsplanlegger,61.94,38.06,50.9,"49,1",1,1.7999999999999972,23.879999999999995,1
sekretær,70.76,29.24,90.1,"9,9",1,80.19999999999999,41.52000000000001,1
servitør,62.6,37.4,62.2,"37,8",1,24.400000000000006,25.200000000000003,1
signalmontør,35.55,64.45,3.7,"96,3",0,-92.6,-28.900000000000006,0
sivilingeniør,55.02,44.98,21,79,0,-58.0,10.040000000000006,1
siviløkonom,65.86,34.14,50.1,"49,9",1,0.20000000000000284,31.72,1
sjåfør,57.91,42.09,6.5,"93,5",0,-87.0,15.819999999999993,1
skadedyrbekjemper,52.21,47.79,23.9,"76,1",0,-52.2,4.420000000000002,1
skipsmegler,53.63,46.37,12.7,"87,3",0,-74.6,7.260000000000005,1
skogbruksleder,47.24,52.76,7.4,"92,6",0,-85.2,-5.519999999999996,0
skogsoperatør,39.26,60.74,3.3,"96,7",0,-93.4,-21.480000000000004,0
skoleassistent,64.0,36.0,71.7,"28,3",1,43.400000000000006,28.0,1
skolefritidsleder,58.17,41.83,80.1,"19,9",1,60.19999999999999,16.340000000000003,1
skuespiller,62.08,37.92,49.6,"50,4",0,-0.7999999999999972,24.159999999999997,1
slakter,49.63,50.37,18.4,"81,6",0,-63.2,-0.7399999999999949,0
smed,37.28,62.72,19.1,"80,9",0,-61.8,-25.439999999999998,0
sminkør,74.38,25.62,88.9,"11,1",1,77.80000000000001,48.75999999999999,1
snekker,50.25,49.75,2.4,"97,6",0,-95.2,0.5,1
sølvsmed,60.28,39.72,51.7,"48,3",1,3.4000000000000057,20.560000000000002,1
sosiolog,65.68,34.32,56.7,"43,3",1,13.400000000000006,31.360000000000014,1
sosionom,66.87,33.13,76.7,"23,3",1,53.400000000000006,33.74000000000001,1
speditør,52.11,47.89,27.3,"72,7",0,-45.4,4.219999999999999,1
spesialpedagog,67.81,32.19,92.6,"7,4",1,85.19999999999999,35.620000000000005,1
spesialsykepleier innen psykisk helse,67.58,32.42,77.6,"22,4",1,55.19999999999999,35.16,1
spillprogrammerer,57.68,42.32,10.3,"89,7",0,-79.4,15.36,1
sportsdommer,49.74,50.26,32.2,"67,8",0,-35.599999999999994,-0.519999999999996,0
statistiker,52.8,47.2,41.8,"58,2",0,-16.400000000000006,5.599999999999994,1
steinfagarbeider,46.09,53.91,5.5,"94,5",0,-89.0,-7.819999999999993,0
stillasbygger,50.91,49.09,0.5,"99,5",0,-99.0,1.8199999999999932,1
stipendiat,66.38,33.62,52.8,"47,2",1,5.599999999999994,32.75999999999999,1
støper,38.69,61.31,4.1,"95,9",0,-91.8,-22.620000000000005,0
strikkehåndverker,75.62,24.38,100,0,1,100.0,51.24000000000001,1
studiekonsulent,65.11,34.89,72.1,"27,9",1,44.19999999999999,30.22,1
styrmann,51.16,48.84,3.2,"96,8",0,-93.6,2.319999999999993,1
supportkonsulent,58.2,41.8,25,75,0,-50.0,16.400000000000006,1
sveiser,43.88,56.12,2.7,"97,3",0,-94.6,-12.239999999999995,0
sykepleier,65.46,34.54,90,10,1,80.0,30.919999999999987,1
systemadministrator,47.78,52.22,21.3,"78,7",0,-57.4,-4.439999999999998,0
systemanalytiker,49.47,50.53,29.4,"70,6",0,-41.2,-1.0600000000000023,0
systemutvikler,54.67,45.33,14,86,0,-72.0,9.340000000000003,1
takstmann,50.11,49.89,3.8,"96,2",0,-92.4,0.21999999999999886,1
taktekker,40.61,59.39,0.6,"99,4",0,-98.8,-18.78,0
tannhelsesekretær,77.48,22.52,98.6,"1,4",1,97.19999999999999,54.96000000000001,1
tannlege,60.09,39.91,59.7,"40,3",1,19.400000000000006,20.180000000000007,1
tannpleier,76.26,23.74,97.5,"2,5",1,95.0,52.52000000000001,1
tanntekniker,67.56,32.44,54,46,1,8.0,35.120000000000005,1
tavlemontør,34.7,65.3,7.3,"92,7",0,-85.4,-30.599999999999994,0
taxisjåfør,55.13,44.87,10.5,"89,5",0,-79.0,10.260000000000005,1
teknisk tegner,47.07,52.93,38.5,"61,5",0,-23.0,-5.859999999999999,0
tekstforfatter,64.63,35.37,53.2,"46,8",1,6.400000000000006,29.25999999999999,1
tekstilrenser,69.75,30.25,65.3,"34,7",1,30.599999999999994,39.5,1
telefonselger,48.59,51.41,39.8,"60,2",0,-20.400000000000006,-2.819999999999993,0
telekommunikasjonsmontør,42.99,57.01,5,95,0,-90.0,-14.019999999999996,0
tilkomsttekniker,41.48,58.52,5,95,0,-90.0,-17.040000000000006,0
tolk,64.65,35.35,58.3,"41,7",1,16.599999999999994,29.30000000000001,1
toller,52.95,47.05,47.5,"52,5",0,-5.0,5.900000000000006,1
tømrer,39.89,60.11,1,99,0,-98.0,-20.22,0
trafikkbetjent,53.16,46.84,22.3,"77,7",0,-55.4,6.319999999999993,1
trafikklærer,65.34,34.66,23.6,"76,4",0,-52.8,30.680000000000007,1
trevaresnekker,50.92,49.08,2,98,0,-96.0,1.8400000000000034,1
trikkefører,55.84,44.16,22.2,"77,8",0,-55.6,11.680000000000007,1
turistvert,62.3,37.7,54.9,"45,1",1,9.799999999999997,24.599999999999994,1
tv-fotograf,56.51,43.49,29.4,"70,6",0,-41.2,13.019999999999996,1
undervisningsinspektør,63.75,36.25,61.8,"38,2",1,23.599999999999994,27.5,1
urmaker,49.27,50.73,15.6,"84,4",0,-68.8,-1.4599999999999937,0
utstillingsdesigner,66.4,33.6,82.9,"17,1",1,65.80000000000001,32.80000000000001,1
vaskerioperatør,61.14,38.86,60.4,"39,6",1,20.799999999999997,22.28,1
vei- og anleggsarbeider,50.29,49.71,5,95,0,-90.0,0.5799999999999983,1
vekter,46.9,53.1,23.8,"76,2",0,-52.4,-6.200000000000003,0
verktøymaker,42.73,57.27,1.1,"98,9",0,-97.8,-14.540000000000006,0
vernepleier,64.64,35.36,76.3,"23,7",1,52.599999999999994,29.28,1
veterinær,71.76,28.24,76.6,"23,4",1,53.19999999999999,43.52000000000001,1
vikler,44.21,55.79,15.1,"84,9",0,-69.8,-11.579999999999998,0
webdesigner,61.63,38.37,37.8,"62,2",0,-24.400000000000006,23.260000000000005,1
yrkessjåfør,48.73,51.27,4.4,"95,6",0,-91.2,-2.5400000000000063,0
