occupations,pred_female,pred_male,female,male,binary,scale_score,pred_scale_score,pred_binary
sivilingeniør,28.7,71.3,21,79,0,-58.0,-42.6,0
siviløkonom,33.13,66.87,50.1,"49,9",1,0.20000000000000284,-33.739999999999995,0
sjåfør,30.85,69.15,6.5,"93,5",0,-87.0,-38.3,0
skadedyrbekjemper,15.21,84.79,23.9,"76,1",0,-52.2,-69.58,0
skipsmegler,16.15,83.85,12.7,"87,3",0,-74.6,-67.7,0
skogbruksleder,18.8,81.2,7.4,"92,6",0,-85.2,-62.4,0
skogsoperatør,14.42,85.58,3.3,"96,7",0,-93.4,-71.16,0
skoleassistent,33.83,66.17,71.7,"28,3",1,43.400000000000006,-32.34,0
skolefritidsleder,32.4,67.6,80.1,"19,9",1,60.19999999999999,-35.2,0
skuespiller,29.18,70.82,49.6,"50,4",0,-0.7999999999999972,-41.64,0
slakter,19.54,80.46,18.4,"81,6",0,-63.2,-60.92,0
smed,19.05,80.95,19.1,"80,9",0,-61.8,-61.9,0
sminkør,31.68,68.32,88.9,"11,1",1,77.80000000000001,-36.64,0
snekker,26.19,73.81,2.4,"97,6",0,-95.2,-47.62,0
sølvsmed,27.63,72.37,51.7,"48,3",1,3.4000000000000057,-44.74,0
sosiolog,36.29,63.71,56.7,"43,3",1,13.400000000000006,-27.42,0
sosionom,38.77,61.23,76.7,"23,3",1,53.400000000000006,-22.459999999999994,0
speditør,18.42,81.58,27.3,"72,7",0,-45.4,-63.16,0
spesialpedagog,38.59,61.41,92.6,"7,4",1,85.19999999999999,-22.819999999999993,0
spesialsykepleier innen psykisk helse,45.13,54.87,77.6,"22,4",1,55.19999999999999,-9.739999999999995,0
spillprogrammerer,15.39,84.61,10.3,"89,7",0,-79.4,-69.22,0
sportsdommer,21.42,78.58,32.2,"67,8",0,-35.599999999999994,-57.16,0
statistiker,27.37,72.63,41.8,"58,2",0,-16.400000000000006,-45.26,0
steinfagarbeider,22.33,77.67,5.5,"94,5",0,-89.0,-55.34,0
stillasbygger,16.72,83.28,0.5,"99,5",0,-99.0,-66.56,0
stipendiat,32.09,67.91,52.8,"47,2",1,5.599999999999994,-35.81999999999999,0
støper,22.27,77.73,4.1,"95,9",0,-91.8,-55.46,0
strikkehåndverker,33.18,66.82,100,0,1,100.0,-33.64,0
studiekonsulent,34.21,65.79,72.1,"27,9",1,44.19999999999999,-31.58,0
styrmann,20.07,79.93,3.2,"96,8",0,-93.6,-59.86,0
supportkonsulent,22.05,77.95,25,75,0,-50.0,-55.9,0
sveiser,21.17,78.83,2.7,"97,3",0,-94.6,-57.66,0
sykepleier,35.4,64.6,90,10,1,80.0,-29.200000000000003,0
systemadministrator,24.38,75.62,21.3,"78,7",0,-57.4,-51.24,0
systemanalytiker,25.66,74.34,29.4,"70,6",0,-41.2,-48.68,0
systemutvikler,25.31,74.69,14,86,0,-72.0,-49.38,0
takstmann,15.36,84.64,3.8,"96,2",0,-92.4,-69.28,0
taktekker,19.8,80.2,0.6,"99,4",0,-98.8,-60.4,0
tannhelsesekretær,37.89,62.11,98.6,"1,4",1,97.19999999999999,-24.22,0
tannlege,31.07,68.93,59.7,"40,3",1,19.400000000000006,-37.86,0
tannpleier,39.57,60.43,97.5,"2,5",1,95.0,-20.86,0
tanntekniker,26.78,73.22,54,46,1,8.0,-46.44,0
tavlemontør,18.76,81.24,7.3,"92,7",0,-85.4,-62.48,0
taxisjåfør,25.28,74.72,10.5,"89,5",0,-79.0,-49.44,0
teknisk tegner,27.31,72.69,38.5,"61,5",0,-23.0,-45.38,0
tekstforfatter,16.94,83.06,53.2,"46,8",1,6.400000000000006,-66.12,0
tekstilrenser,27.22,72.78,65.3,"34,7",1,30.599999999999994,-45.56,0
telefonselger,24.68,75.32,39.8,"60,2",0,-20.400000000000006,-50.64,0
telekommunikasjonsmontør,17.85,82.15,5,95,0,-90.0,-64.3,0
tilkomsttekniker,17.6,82.4,5,95,0,-90.0,-64.8,0
tolk,34.49,65.51,58.3,"41,7",1,16.599999999999994,-31.019999999999996,0
toller,33.56,66.44,47.5,"52,5",0,-5.0,-32.879999999999995,0
tømrer,12.48,87.52,1,99,0,-98.0,-75.03999999999999,0
trafikkbetjent,20.5,79.5,22.3,"77,7",0,-55.4,-59.0,0
trafikklærer,26.94,73.06,23.6,"76,4",0,-52.8,-46.12,0
trevaresnekker,19.02,80.98,2,98,0,-96.0,-61.96,0
trikkefører,19.38,80.62,22.2,"77,8",0,-55.6,-61.24,0
turistvert,25.77,74.23,54.9,"45,1",1,9.799999999999997,-48.46,0
tv-fotograf,24.38,75.62,29.4,"70,6",0,-41.2,-51.24,0
undervisningsinspektør,28.24,71.76,61.8,"38,2",1,23.599999999999994,-43.52,0
urmaker,18.6,81.4,15.6,"84,4",0,-68.8,-62.8,0
utstillingsdesigner,29.92,70.08,82.9,"17,1",1,65.80000000000001,-40.16,0
vaskerioperatør,22.4,77.6,60.4,"39,6",1,20.799999999999997,-55.2,0
vei- og anleggsarbeider,18.61,81.39,5,95,0,-90.0,-62.78,0
vekter,25.61,74.39,23.8,"76,2",0,-52.4,-48.78,0
verktøymaker,17.62,82.38,1.1,"98,9",0,-97.8,-64.75999999999999,0
vernepleier,35.86,64.14,76.3,"23,7",1,52.599999999999994,-28.28,0
veterinær,43.48,56.52,76.6,"23,4",1,53.19999999999999,-13.040000000000006,0
vikler,34.21,65.79,15.1,"84,9",0,-69.8,-31.58,0
webdesigner,26.59,73.41,37.8,"62,2",0,-24.400000000000006,-46.82,0
yrkessjåfør,27.93,72.07,4.4,"95,6",0,-91.2,-44.14,0
